"resId","resName","flightId","avSeats","totalSeats","type","orig","origDate","dest","destDate"
"R-917971849","2 passengers from SJCR: 2020-04-21T19:00 to 2020-06-15","F-391415325","10","20","shuttle","VOS","2020-05-20T20:20","AMB","2020-05-21T20:20"
"R-917971849","2 passengers from SJCR: 2020-04-21T19:00 to 2020-06-15","F-761025787","9","20","shuttle","AMB","2020-05-29T09:20","JS","2020-05-30T09:20"
"R-917971849","2 passengers from SJCR: 2020-04-21T19:00 to 2020-06-15","F-172917605","5","20","shuttle","JS","2020-05-31T06:50","ISS","2020-06-01T06:50"
"R-917971849","2 passengers from SJCR: 2020-04-21T19:00 to 2020-06-15","F-609271440","1","20","transport","ISS","2020-06-15T10:40","SJCR","2020-06-15T18:40"
"R-522302297","3 passengers from LHEN: 2020-08-28T20:30 to 2020-09-09","F-851748991","17","20","shuttle","LHEN","2020-08-28T20:30","ISS","2020-08-29T04:30"
"R-522302297","3 passengers from LHEN: 2020-08-28T20:30 to 2020-09-09","F-114935125","16","20","transport","ISS","2020-08-29T10:30","AMB","2020-08-29T18:30"
"R-522302297","3 passengers from LHEN: 2020-08-28T20:30 to 2020-09-09","F-894983230","17","20","shuttle","AMB","2020-08-30T20:00","TMM","2020-08-31T20:00"
"R-522302297","3 passengers from LHEN: 2020-08-28T20:30 to 2020-09-09","F-740937905","17","20","shuttle","TMM","2020-09-01T17:10","JS","2020-09-02T17:10"
"R-522302297","3 passengers from LHEN: 2020-08-28T20:30 to 2020-09-09","F-700395519","16","20","shuttle","JS","2020-09-05T09:30","ISS","2020-09-06T09:30"
"R-522302297","3 passengers from LHEN: 2020-08-28T20:30 to 2020-09-09","F-655275425","14","20","transport","ISS","2020-09-09T11:00","LHEN","2020-09-09T19:00"
"R-251332345","2 passengers from LGCA: 2020-07-02T15:50 to 2020-08-07","F-922106378","18","20","shuttle","LGCA","2020-07-02T15:50","ISS","2020-07-02T23:50"
"R-251332345","2 passengers from LGCA: 2020-07-02T15:50 to 2020-08-07","F-447410149","0","20","transport","ISS","2020-07-20T06:10","AMB","2020-07-20T14:10"
"R-251332345","2 passengers from LGCA: 2020-07-02T15:50 to 2020-08-07","F-546019615","18","20","shuttle","AMB","2020-07-24T08:40","TMM","2020-07-25T08:40"
"R-251332345","2 passengers from LGCA: 2020-07-02T15:50 to 2020-08-07","F-878783663","9","20","shuttle","TMM","2020-07-28T14:50","VOS","2020-07-29T14:50"
"R-251332345","2 passengers from LGCA: 2020-07-02T15:50 to 2020-08-07","F-682624200","14","20","shuttle","VOS","2020-07-31T11:30","ISS","2020-08-01T11:30"
"R-251332345","2 passengers from LGCA: 2020-07-02T15:50 to 2020-08-07","F-572001062","14","20","transport","ISS","2020-08-06T20:40","LGCA","2020-08-07T04:40"
"R-867527643","4 passengers from LHEN: 2020-06-03T08:20 to 2020-06-22","F-959335897","16","20","shuttle","LHEN","2020-06-03T08:20","ISS","2020-06-03T16:20"
"R-867527643","4 passengers from LHEN: 2020-06-03T08:20 to 2020-06-22","F-145047783","16","20","transport","ISS","2020-06-03T20:10","JS","2020-06-04T04:10"
"R-867527643","4 passengers from LHEN: 2020-06-03T08:20 to 2020-06-22","F-91775069","15","20","shuttle","JS","2020-06-04T05:40","VOS","2020-06-05T05:40"
"R-867527643","4 passengers from LHEN: 2020-06-03T08:20 to 2020-06-22","F-199022780","16","20","shuttle","VOS","2020-06-05T17:00","TMM","2020-06-06T17:00"
"R-867527643","4 passengers from LHEN: 2020-06-03T08:20 to 2020-06-22","F-114502615","7","20","shuttle","TMM","2020-06-07T18:20","ISS","2020-06-08T18:20"
"R-867527643","4 passengers from LHEN: 2020-06-03T08:20 to 2020-06-22","F-135174263","2","20","transport","ISS","2020-06-21T18:20","LHEN","2020-06-22T02:20"
"R-387917698","4 passengers from UBMO: 2020-06-12T14:40 to 2020-07-04","F-1779990","16","20","shuttle","UBMO","2020-06-12T14:40","ISS","2020-06-12T22:40"
"R-387917698","4 passengers from UBMO: 2020-06-12T14:40 to 2020-07-04","F-44093363","6","20","transport","ISS","2020-06-22T17:20","AMB","2020-06-23T01:20"
"R-387917698","4 passengers from UBMO: 2020-06-12T14:40 to 2020-07-04","F-117512520","16","20","shuttle","AMB","2020-06-26T06:30","JS","2020-06-27T06:30"
"R-387917698","4 passengers from UBMO: 2020-06-12T14:40 to 2020-07-04","F-832996110","16","20","shuttle","JS","2020-06-28T16:40","VOS","2020-06-29T16:40"
"R-387917698","4 passengers from UBMO: 2020-06-12T14:40 to 2020-07-04","F-782031553","16","20","shuttle","VOS","2020-07-01T17:50","ISS","2020-07-02T17:50"
"R-387917698","4 passengers from UBMO: 2020-06-12T14:40 to 2020-07-04","F-3612476","11","20","transport","ISS","2020-07-03T20:30","UBMO","2020-07-04T04:30"
"R-668056265","4 passengers from LGCA: 2020-06-22T20:20 to 2020-08-07","F-898996304","16","20","shuttle","LGCA","2020-06-22T20:20","ISS","2020-06-23T04:20"
"R-668056265","4 passengers from LGCA: 2020-06-22T20:20 to 2020-08-07","F-361299591","12","20","transport","ISS","2020-07-05T06:50","VOS","2020-07-05T14:50"
"R-668056265","4 passengers from LGCA: 2020-06-22T20:20 to 2020-08-07","F-355315420","16","20","shuttle","VOS","2020-07-09T09:00","TMM","2020-07-10T09:00"
"R-668056265","4 passengers from LGCA: 2020-06-22T20:20 to 2020-08-07","F-593623604","11","20","shuttle","TMM","2020-07-27T14:40","AMB","2020-07-28T14:40"
"R-668056265","4 passengers from LGCA: 2020-06-22T20:20 to 2020-08-07","F-423812175","8","20","shuttle","AMB","2020-08-02T15:20","ISS","2020-08-03T15:20"
"R-668056265","4 passengers from LGCA: 2020-06-22T20:20 to 2020-08-07","F-572001062","14","20","transport","ISS","2020-08-06T20:40","LGCA","2020-08-07T04:40"
"R-653992476","1 passenger from CTWV: 2020-09-03T05:00 to 2020-10-26","F-266892449","19","20","shuttle","CTWV","2020-09-03T05:00","ISS","2020-09-03T13:00"
"R-653992476","1 passenger from CTWV: 2020-09-03T05:00 to 2020-10-26","F-606739113","11","20","transport","ISS","2020-09-16T15:10","JS","2020-09-16T23:10"
"R-653992476","1 passenger from CTWV: 2020-09-03T05:00 to 2020-10-26","F-300622415","19","20","shuttle","JS","2020-09-21T20:00","AMB","2020-09-22T20:00"
"R-653992476","1 passenger from CTWV: 2020-09-03T05:00 to 2020-10-26","F-483775452","17","20","shuttle","AMB","2020-09-26T16:20","VOS","2020-09-27T16:20"
"R-653992476","1 passenger from CTWV: 2020-09-03T05:00 to 2020-10-26","F-825025097","15","20","shuttle","VOS","2020-10-10T14:20","ISS","2020-10-11T14:20"
"R-653992476","1 passenger from CTWV: 2020-09-03T05:00 to 2020-10-26","F-722004221","18","20","transport","ISS","2020-10-26T06:10","CTWV","2020-10-26T14:10"
"R-807145325","5 passengers from UBMO: 2020-04-21T09:40 to 2020-05-21","F-613199877","15","20","shuttle","UBMO","2020-04-21T09:40","ISS","2020-04-21T17:40"
"R-807145325","5 passengers from UBMO: 2020-04-21T09:40 to 2020-05-21","F-478614782","1","20","transport","ISS","2020-04-29T07:00","JS","2020-04-29T15:00"
"R-807145325","5 passengers from UBMO: 2020-04-21T09:40 to 2020-05-21","F-635161147","12","20","shuttle","JS","2020-05-03T15:20","TMM","2020-05-04T15:20"
"R-807145325","5 passengers from UBMO: 2020-04-21T09:40 to 2020-05-21","F-235795600","13","20","shuttle","TMM","2020-05-10T10:50","VOS","2020-05-11T10:50"
"R-807145325","5 passengers from UBMO: 2020-04-21T09:40 to 2020-05-21","F-84009053","13","20","shuttle","VOS","2020-05-14T18:10","ISS","2020-05-15T18:10"
"R-807145325","5 passengers from UBMO: 2020-04-21T09:40 to 2020-05-21","F-505019475","9","20","transport","ISS","2020-05-21T08:20","UBMO","2020-05-21T16:20"
"R-910726648","1 passenger from SJCR: 2020-05-10T10:20 to 2020-06-15","F-729868444","19","20","shuttle","SJCR","2020-05-10T10:20","ISS","2020-05-10T18:20"
"R-910726648","1 passenger from SJCR: 2020-05-10T10:20 to 2020-06-15","F-942644811","0","20","transport","ISS","2020-05-19T08:00","VOS","2020-05-19T16:00"
"R-910726648","1 passenger from SJCR: 2020-05-10T10:20 to 2020-06-15","F-391415325","10","20","shuttle","VOS","2020-05-20T20:20","AMB","2020-05-21T20:20"
"R-910726648","1 passenger from SJCR: 2020-05-10T10:20 to 2020-06-15","F-761025787","9","20","shuttle","AMB","2020-05-29T09:20","JS","2020-05-30T09:20"
"R-910726648","1 passenger from SJCR: 2020-05-10T10:20 to 2020-06-15","F-172917605","5","20","shuttle","JS","2020-05-31T06:50","ISS","2020-06-01T06:50"
"R-910726648","1 passenger from SJCR: 2020-05-10T10:20 to 2020-06-15","F-609271440","1","20","transport","ISS","2020-06-15T10:40","SJCR","2020-06-15T18:40"
"R-127675775","2 passengers from LHEN: 2020-10-01T11:30 to 2020-11-28","F-790631177","14","20","shuttle","LHEN","2020-10-01T11:30","ISS","2020-10-01T19:30"
"R-127675775","2 passengers from LHEN: 2020-10-01T11:30 to 2020-11-28","F-862282377","13","20","transport","ISS","2020-10-06T09:30","VOS","2020-10-06T17:30"
"R-127675775","2 passengers from LHEN: 2020-10-01T11:30 to 2020-11-28","F-671835319","18","20","shuttle","VOS","2020-10-14T18:50","AMB","2020-10-15T18:50"
"R-127675775","2 passengers from LHEN: 2020-10-01T11:30 to 2020-11-28","F-519888332","18","20","shuttle","AMB","2020-10-20T16:50","JS","2020-10-21T16:50"
"R-127675775","2 passengers from LHEN: 2020-10-01T11:30 to 2020-11-28","F-25217829","18","20","shuttle","JS","2020-10-25T06:10","ISS","2020-10-26T06:10"
"R-127675775","2 passengers from LHEN: 2020-10-01T11:30 to 2020-11-28","F-9981039","18","20","transport","ISS","2020-11-27T20:40","LHEN","2020-11-28T04:40"
"R-704993143","2 passengers from SJCR: 2020-08-30T20:40 to 2020-09-19","F-997266474","18","20","shuttle","SJCR","2020-08-30T20:40","ISS","2020-08-31T04:40"
"R-704993143","2 passengers from SJCR: 2020-08-30T20:40 to 2020-09-19","F-540307870","12","20","transport","ISS","2020-09-08T12:50","AMB","2020-09-08T20:50"
"R-704993143","2 passengers from SJCR: 2020-08-30T20:40 to 2020-09-19","F-163223494","17","20","shuttle","AMB","2020-09-09T13:10","TMM","2020-09-10T13:10"
"R-704993143","2 passengers from SJCR: 2020-08-30T20:40 to 2020-09-19","F-893473288","18","20","shuttle","TMM","2020-09-11T13:40","VOS","2020-09-12T13:40"
"R-704993143","2 passengers from SJCR: 2020-08-30T20:40 to 2020-09-19","F-609549552","18","20","shuttle","VOS","2020-09-17T09:10","ISS","2020-09-18T09:10"
"R-704993143","2 passengers from SJCR: 2020-08-30T20:40 to 2020-09-19","F-45170433","12","20","transport","ISS","2020-09-18T17:30","SJCR","2020-09-19T01:30"
"R-830505547","4 passengers from LHEN: 2020-04-27T10:00 to 2020-05-12","F-162093443","14","20","shuttle","LHEN","2020-04-27T10:00","ISS","2020-04-27T18:00"
"R-830505547","4 passengers from LHEN: 2020-04-27T10:00 to 2020-05-12","F-903339963","8","20","transport","ISS","2020-04-28T09:20","TMM","2020-04-28T17:20"
"R-830505547","4 passengers from LHEN: 2020-04-27T10:00 to 2020-05-12","F-908784934","13","20","shuttle","TMM","2020-05-01T11:20","JS","2020-05-02T11:20"
"R-830505547","4 passengers from LHEN: 2020-04-27T10:00 to 2020-05-12","F-839207541","13","20","shuttle","JS","2020-05-05T14:20","VOS","2020-05-06T14:20"
"R-830505547","4 passengers from LHEN: 2020-04-27T10:00 to 2020-05-12","F-37809100","13","20","shuttle","VOS","2020-05-09T16:00","ISS","2020-05-10T16:00"
"R-830505547","4 passengers from LHEN: 2020-04-27T10:00 to 2020-05-12","F-661941305","14","20","transport","ISS","2020-05-12T12:50","LHEN","2020-05-12T20:50"
"R-42117168","3 passengers from UBMO: 2020-09-26T05:50 to 2020-11-04","F-525173581","17","20","shuttle","UBMO","2020-09-26T05:50","ISS","2020-09-26T13:50"
"R-42117168","3 passengers from UBMO: 2020-09-26T05:50 to 2020-11-04","F-497032374","17","20","transport","ISS","2020-10-04T14:50","JS","2020-10-04T22:50"
"R-42117168","3 passengers from UBMO: 2020-09-26T05:50 to 2020-11-04","F-239814883","17","20","shuttle","JS","2020-10-13T18:20","AMB","2020-10-14T18:20"
"R-42117168","3 passengers from UBMO: 2020-09-26T05:50 to 2020-11-04","F-892000717","17","20","shuttle","AMB","2020-10-17T13:30","TMM","2020-10-18T13:30"
"R-42117168","3 passengers from UBMO: 2020-09-26T05:50 to 2020-11-04","F-40816538","17","20","shuttle","TMM","2020-10-28T16:20","ISS","2020-10-29T16:20"
"R-42117168","3 passengers from UBMO: 2020-09-26T05:50 to 2020-11-04","F-594691481","17","20","transport","ISS","2020-11-04T15:10","UBMO","2020-11-04T23:10"
"R-546106587","4 passengers from SJCR: 2020-06-01T19:30 to 2020-06-29","F-428850305","16","20","shuttle","SJCR","2020-06-01T19:30","ISS","2020-06-02T03:30"
"R-546106587","4 passengers from SJCR: 2020-06-01T19:30 to 2020-06-29","F-410176279","11","20","transport","ISS","2020-06-09T17:20","VOS","2020-06-10T01:20"
"R-546106587","4 passengers from SJCR: 2020-06-01T19:30 to 2020-06-29","F-633757317","16","20","shuttle","VOS","2020-06-10T14:10","JS","2020-06-11T14:10"
"R-546106587","4 passengers from SJCR: 2020-06-01T19:30 to 2020-06-29","F-257537865","16","20","shuttle","JS","2020-06-16T14:30","TMM","2020-06-17T14:30"
"R-546106587","4 passengers from SJCR: 2020-06-01T19:30 to 2020-06-29","F-488608596","16","20","shuttle","TMM","2020-06-18T16:50","ISS","2020-06-19T16:50"
"R-546106587","4 passengers from SJCR: 2020-06-01T19:30 to 2020-06-29","F-312673946","7","20","transport","ISS","2020-06-29T07:40","SJCR","2020-06-29T15:40"
"R-150195687","1 passenger from SJCR: 2020-09-11T10:10 to 2020-09-30","F-78026380","19","20","shuttle","SJCR","2020-09-11T10:10","ISS","2020-09-11T18:10"
"R-150195687","1 passenger from SJCR: 2020-09-11T10:10 to 2020-09-30","F-606739113","11","20","transport","ISS","2020-09-16T15:10","JS","2020-09-16T23:10"
"R-150195687","1 passenger from SJCR: 2020-09-11T10:10 to 2020-09-30","F-243510098","12","20","shuttle","JS","2020-09-18T20:10","VOS","2020-09-19T20:10"
"R-150195687","1 passenger from SJCR: 2020-09-11T10:10 to 2020-09-30","F-247573231","12","20","shuttle","VOS","2020-09-20T18:40","AMB","2020-09-21T18:40"
"R-150195687","1 passenger from SJCR: 2020-09-11T10:10 to 2020-09-30","F-467891588","12","20","shuttle","AMB","2020-09-23T10:20","ISS","2020-09-24T10:20"
"R-150195687","1 passenger from SJCR: 2020-09-11T10:10 to 2020-09-30","F-268680318","19","20","transport","ISS","2020-09-29T16:50","SJCR","2020-09-30T00:50"
"R-637246179","2 passengers from UBMO: 2020-08-07T08:20 to 2020-09-06","F-629836455","18","20","shuttle","UBMO","2020-08-07T08:20","ISS","2020-08-07T16:20"
"R-637246179","2 passengers from UBMO: 2020-08-07T08:20 to 2020-09-06","F-958951655","3","20","transport","ISS","2020-08-07T18:20","AMB","2020-08-08T02:20"
"R-637246179","2 passengers from UBMO: 2020-08-07T08:20 to 2020-09-06","F-733101050","9","20","shuttle","AMB","2020-08-10T09:50","VOS","2020-08-11T09:50"
"R-637246179","2 passengers from UBMO: 2020-08-07T08:20 to 2020-09-06","F-658484594","13","20","shuttle","VOS","2020-08-11T16:50","JS","2020-08-12T16:50"
"R-637246179","2 passengers from UBMO: 2020-08-07T08:20 to 2020-09-06","F-609735495","13","20","shuttle","JS","2020-08-14T19:20","ISS","2020-08-15T19:20"
"R-637246179","2 passengers from UBMO: 2020-08-07T08:20 to 2020-09-06","F-957835791","5","20","transport","ISS","2020-09-05T18:40","UBMO","2020-09-06T02:40"
"R-909056646","5 passengers from UBMO: 2020-07-29T13:40 to 2020-09-06","F-823190666","15","20","shuttle","UBMO","2020-07-29T13:40","ISS","2020-07-29T21:40"
"R-909056646","5 passengers from UBMO: 2020-07-29T13:40 to 2020-09-06","F-958951655","3","20","transport","ISS","2020-08-07T18:20","AMB","2020-08-08T02:20"
"R-909056646","5 passengers from UBMO: 2020-07-29T13:40 to 2020-09-06","F-366529214","12","20","shuttle","AMB","2020-08-11T11:10","JS","2020-08-12T11:10"
"R-909056646","5 passengers from UBMO: 2020-07-29T13:40 to 2020-09-06","F-232683393","14","20","shuttle","JS","2020-08-12T14:40","VOS","2020-08-13T14:40"
"R-909056646","5 passengers from UBMO: 2020-07-29T13:40 to 2020-09-06","F-47171486","12","20","shuttle","VOS","2020-08-15T18:30","ISS","2020-08-16T18:30"
"R-909056646","5 passengers from UBMO: 2020-07-29T13:40 to 2020-09-06","F-957835791","5","20","transport","ISS","2020-09-05T18:40","UBMO","2020-09-06T02:40"
"R-357134302","2 passengers from UBMO: 2020-05-27T20:20 to 2020-06-16","F-163851942","18","20","shuttle","UBMO","2020-05-27T20:20","ISS","2020-05-28T04:20"
"R-357134302","2 passengers from UBMO: 2020-05-27T20:20 to 2020-06-16","F-959831785","16","20","transport","ISS","2020-05-28T19:10","JS","2020-05-29T03:10"
"R-357134302","2 passengers from UBMO: 2020-05-27T20:20 to 2020-06-16","F-702840374","18","20","shuttle","JS","2020-05-29T11:30","VOS","2020-05-30T11:30"
"R-357134302","2 passengers from UBMO: 2020-05-27T20:20 to 2020-06-16","F-52369094","18","20","shuttle","VOS","2020-06-06T18:00","AMB","2020-06-07T18:00"
"R-357134302","2 passengers from UBMO: 2020-05-27T20:20 to 2020-06-16","F-721078555","18","20","shuttle","AMB","2020-06-09T09:20","ISS","2020-06-10T09:20"
"R-357134302","2 passengers from UBMO: 2020-05-27T20:20 to 2020-06-16","F-418062869","5","20","transport","ISS","2020-06-16T11:40","UBMO","2020-06-16T19:40"
"R-386737832","1 passenger from LHEN: 2020-08-10T18:10 to 2020-09-09","F-866312740","19","20","shuttle","LHEN","2020-08-10T18:10","ISS","2020-08-11T02:10"
"R-386737832","1 passenger from LHEN: 2020-08-10T18:10 to 2020-09-09","F-975291805","11","20","transport","ISS","2020-08-17T12:00","JS","2020-08-17T20:00"
"R-386737832","1 passenger from LHEN: 2020-08-10T18:10 to 2020-09-09","F-506583274","10","20","shuttle","JS","2020-08-21T17:50","AMB","2020-08-22T17:50"
"R-386737832","1 passenger from LHEN: 2020-08-10T18:10 to 2020-09-09","F-874757541","19","20","shuttle","AMB","2020-08-24T17:50","VOS","2020-08-25T17:50"
"R-386737832","1 passenger from LHEN: 2020-08-10T18:10 to 2020-09-09","F-420639883","19","20","shuttle","VOS","2020-09-07T19:10","ISS","2020-09-08T19:10"
"R-386737832","1 passenger from LHEN: 2020-08-10T18:10 to 2020-09-09","F-655275425","14","20","transport","ISS","2020-09-09T11:00","LHEN","2020-09-09T19:00"
"R-732247591","3 passengers from SJCR: 2020-05-11T13:40 to 2020-06-15","F-606036251","17","20","shuttle","SJCR","2020-05-11T13:40","ISS","2020-05-11T21:40"
"R-732247591","3 passengers from SJCR: 2020-05-11T13:40 to 2020-06-15","F-3920758","9","20","transport","ISS","2020-05-16T13:20","JS","2020-05-16T21:20"
"R-732247591","3 passengers from SJCR: 2020-05-11T13:40 to 2020-06-15","F-382701934","17","20","shuttle","JS","2020-05-19T14:20","AMB","2020-05-20T14:20"
"R-732247591","3 passengers from SJCR: 2020-05-11T13:40 to 2020-06-15","F-840175903","17","20","shuttle","AMB","2020-05-23T08:40","VOS","2020-05-24T08:40"
"R-732247591","3 passengers from SJCR: 2020-05-11T13:40 to 2020-06-15","F-528955957","12","20","shuttle","VOS","2020-05-28T12:50","ISS","2020-05-29T12:50"
"R-732247591","3 passengers from SJCR: 2020-05-11T13:40 to 2020-06-15","F-609271440","1","20","transport","ISS","2020-06-15T10:40","SJCR","2020-06-15T18:40"
"R-825207972","1 passenger from LHEN: 2020-06-04T09:30 to 2020-08-05","F-802079665","19","20","shuttle","LHEN","2020-06-04T09:30","ISS","2020-06-04T17:30"
"R-825207972","1 passenger from LHEN: 2020-06-04T09:30 to 2020-08-05","F-46203133","4","20","transport","ISS","2020-07-14T18:00","TMM","2020-07-15T02:00"
"R-825207972","1 passenger from LHEN: 2020-06-04T09:30 to 2020-08-05","F-593623604","11","20","shuttle","TMM","2020-07-27T14:40","AMB","2020-07-28T14:40"
"R-825207972","1 passenger from LHEN: 2020-06-04T09:30 to 2020-08-05","F-5442671","8","20","shuttle","AMB","2020-07-29T11:40","JS","2020-07-30T11:40"
"R-825207972","1 passenger from LHEN: 2020-06-04T09:30 to 2020-08-05","F-992977430","19","20","shuttle","JS","2020-08-01T05:30","ISS","2020-08-02T05:30"
"R-825207972","1 passenger from LHEN: 2020-06-04T09:30 to 2020-08-05","F-493877378","7","20","transport","ISS","2020-08-05T05:50","LHEN","2020-08-05T13:50"
"R-160951241","4 passengers from UBMO: 2020-03-09T16:20 to 2020-04-24","F-931063061","16","20","shuttle","UBMO","2020-03-09T16:20","ISS","2020-03-10T00:20"
"R-160951241","4 passengers from UBMO: 2020-03-09T16:20 to 2020-04-24","F-37071265","16","20","transport","ISS","2020-03-14T08:20","AMB","2020-03-14T16:20"
"R-160951241","4 passengers from UBMO: 2020-03-09T16:20 to 2020-04-24","F-167719682","12","20","shuttle","AMB","2020-04-08T08:20","TMM","2020-04-09T08:20"
"R-160951241","4 passengers from UBMO: 2020-03-09T16:20 to 2020-04-24","F-698410810","16","20","shuttle","TMM","2020-04-10T05:40","JS","2020-04-11T05:40"
"R-160951241","4 passengers from UBMO: 2020-03-09T16:20 to 2020-04-24","F-519607748","16","20","shuttle","JS","2020-04-19T05:30","ISS","2020-04-20T05:30"
"R-160951241","4 passengers from UBMO: 2020-03-09T16:20 to 2020-04-24","F-557018451","10","20","transport","ISS","2020-04-23T18:30","UBMO","2020-04-24T02:30"
"R-5270859","2 passengers from LGCA: 2020-09-24T16:30 to 2020-11-04","F-809859442","18","20","shuttle","LGCA","2020-09-24T16:30","ISS","2020-09-25T00:30"
"R-5270859","2 passengers from LGCA: 2020-09-24T16:30 to 2020-11-04","F-377739218","14","20","transport","ISS","2020-10-02T17:30","AMB","2020-10-03T01:30"
"R-5270859","2 passengers from LGCA: 2020-09-24T16:30 to 2020-11-04","F-603302165","14","20","shuttle","AMB","2020-10-06T17:20","TMM","2020-10-07T17:20"
"R-5270859","2 passengers from LGCA: 2020-09-24T16:30 to 2020-11-04","F-698925210","14","20","shuttle","TMM","2020-10-13T15:30","JS","2020-10-14T15:30"
"R-5270859","2 passengers from LGCA: 2020-09-24T16:30 to 2020-11-04","F-807855912","14","20","shuttle","JS","2020-10-19T15:50","ISS","2020-10-20T15:50"
"R-5270859","2 passengers from LGCA: 2020-09-24T16:30 to 2020-11-04","F-645389275","18","20","transport","ISS","2020-11-03T16:50","LGCA","2020-11-04T00:50"
"R-651983257","1 passenger from LGCA: 2020-08-11T13:20 to 2020-08-27","F-309773389","19","20","shuttle","LGCA","2020-08-11T13:20","ISS","2020-08-11T21:20"
"R-651983257","1 passenger from LGCA: 2020-08-11T13:20 to 2020-08-27","F-457732496","13","20","transport","ISS","2020-08-14T18:40","TMM","2020-08-15T02:40"
"R-651983257","1 passenger from LGCA: 2020-08-11T13:20 to 2020-08-27","F-1452493","19","20","shuttle","TMM","2020-08-16T20:20","AMB","2020-08-17T20:20"
"R-651983257","1 passenger from LGCA: 2020-08-11T13:20 to 2020-08-27","F-592001329","19","20","shuttle","AMB","2020-08-22T18:40","JS","2020-08-23T18:40"
"R-651983257","1 passenger from LGCA: 2020-08-11T13:20 to 2020-08-27","F-755709020","19","20","shuttle","JS","2020-08-24T10:50","ISS","2020-08-25T10:50"
"R-651983257","1 passenger from LGCA: 2020-08-11T13:20 to 2020-08-27","F-346331249","14","20","transport","ISS","2020-08-26T17:40","LGCA","2020-08-27T01:40"
"R-926824651","2 passengers from SJCR: 2020-08-12T17:50 to 2020-08-27","F-990259940","18","20","shuttle","SJCR","2020-08-12T17:50","ISS","2020-08-13T01:50"
"R-926824651","2 passengers from SJCR: 2020-08-12T17:50 to 2020-08-27","F-457732496","13","20","transport","ISS","2020-08-14T18:40","TMM","2020-08-15T02:40"
"R-926824651","2 passengers from SJCR: 2020-08-12T17:50 to 2020-08-27","F-975337431","9","20","shuttle","TMM","2020-08-17T19:20","VOS","2020-08-18T19:20"
"R-926824651","2 passengers from SJCR: 2020-08-12T17:50 to 2020-08-27","F-828218310","16","20","shuttle","VOS","2020-08-18T20:50","JS","2020-08-19T20:50"
"R-926824651","2 passengers from SJCR: 2020-08-12T17:50 to 2020-08-27","F-818221159","16","20","shuttle","JS","2020-08-22T10:40","ISS","2020-08-23T10:40"
"R-926824651","2 passengers from SJCR: 2020-08-12T17:50 to 2020-08-27","F-986836178","12","20","transport","ISS","2020-08-27T14:00","SJCR","2020-08-27T22:00"
"R-891481162","5 passengers from CTWV: 2020-07-16T07:50 to 2020-08-13","F-607624721","15","20","shuttle","CTWV","2020-07-16T07:50","ISS","2020-07-16T15:50"
"R-891481162","5 passengers from CTWV: 2020-07-16T07:50 to 2020-08-13","F-447410149","0","20","transport","ISS","2020-07-20T06:10","AMB","2020-07-20T14:10"
"R-891481162","5 passengers from CTWV: 2020-07-16T07:50 to 2020-08-13","F-5442671","8","20","shuttle","AMB","2020-07-29T11:40","JS","2020-07-30T11:40"
"R-891481162","5 passengers from CTWV: 2020-07-16T07:50 to 2020-08-13","F-113132497","6","20","shuttle","JS","2020-08-06T07:10","TMM","2020-08-07T07:10"
"R-891481162","5 passengers from CTWV: 2020-07-16T07:50 to 2020-08-13","F-573631776","3","20","shuttle","TMM","2020-08-11T15:40","ISS","2020-08-12T15:40"
"R-891481162","5 passengers from CTWV: 2020-07-16T07:50 to 2020-08-13","F-908470734","11","20","transport","ISS","2020-08-13T05:20","CTWV","2020-08-13T13:20"
"R-903441077","4 passengers from LHEN: 2020-06-28T08:10 to 2020-08-05","F-989157509","16","20","shuttle","LHEN","2020-06-28T08:10","ISS","2020-06-28T16:10"
"R-903441077","4 passengers from LHEN: 2020-06-28T08:10 to 2020-08-05","F-700528801","11","20","transport","ISS","2020-07-12T08:50","JS","2020-07-12T16:50"
"R-903441077","4 passengers from LHEN: 2020-06-28T08:10 to 2020-08-05","F-392920741","16","20","shuttle","JS","2020-07-17T08:40","VOS","2020-07-18T08:40"
"R-903441077","4 passengers from LHEN: 2020-06-28T08:10 to 2020-08-05","F-741408076","8","20","shuttle","VOS","2020-07-30T07:00","TMM","2020-07-31T07:00"
"R-903441077","4 passengers from LHEN: 2020-06-28T08:10 to 2020-08-05","F-426754823","13","20","shuttle","TMM","2020-08-01T20:20","ISS","2020-08-02T20:20"
"R-903441077","4 passengers from LHEN: 2020-06-28T08:10 to 2020-08-05","F-493877378","7","20","transport","ISS","2020-08-05T05:50","LHEN","2020-08-05T13:50"
"R-478540066","2 passengers from UBMO: 2020-04-16T14:10 to 2020-05-21","F-823998084","18","20","shuttle","UBMO","2020-04-16T14:10","ISS","2020-04-16T22:10"
"R-478540066","2 passengers from UBMO: 2020-04-16T14:10 to 2020-05-21","F-133689603","11","20","transport","ISS","2020-04-19T13:30","AMB","2020-04-19T21:30"
"R-478540066","2 passengers from UBMO: 2020-04-16T14:10 to 2020-05-21","F-636300570","11","20","shuttle","AMB","2020-04-27T20:00","JS","2020-04-28T20:00"
"R-478540066","2 passengers from UBMO: 2020-04-16T14:10 to 2020-05-21","F-191036115","11","20","shuttle","JS","2020-04-29T18:00","VOS","2020-04-30T18:00"
"R-478540066","2 passengers from UBMO: 2020-04-16T14:10 to 2020-05-21","F-852600682","6","20","shuttle","VOS","2020-05-03T20:40","ISS","2020-05-04T20:40"
